day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity
5.10금,롯데 자이언츠,3,1,0,5,0,0,패,부산,20,0,76
5.10금,NC 다이노스,5,0,2,12,0,0,패,서울,13.9,0,83
5.10금,두산 베어스,5,0,2,2,1,1,승,서울,13.9,0,83
5.10금,SK 와이번스,12,0,2,5,2,1,승,서울,13.9,0,83
5.10금,키움 히어로즈,12,0,0,9,1,0,패,서울,13.9,0,83
5.11토,KIA 타이거즈,9,0,1,6,0,1,패,대구,26.3,0,21
5.11토,삼성 라이온즈,10,2,0,8,0,1,승,대구,26.3,0,21
5.11토,LG 트윈스,14,0,0,6,1,3,패,부산,21.6,0,41
5.11토,롯데 자이언츠,7,0,2,4,0,0,승,부산,21.6,0,41
5.11토,NC 다이노스,10,0,0,9,0,0,패,서울,23.9,0,25
5.11토,두산 베어스,9,1,0,8,0,0,승,서울,23.9,0,25
5.11토,SK 와이번스,4,0,2,4,1,0,패,서울,23.9,0,25
5.11토,키움 히어로즈,7,1,1,3,0,0,승,서울,23.9,0,25
5.12일,KIA 타이거즈,8,0,0,9,1,0,패,대구,29.2,0,25
5.12일,삼성 라이온즈,11,0,2,7,0,0,승,대구,29.2,0,25
5.12일,LG 트윈스,7,1,1,9,0,1,패,부산,21.7,0,58
5.12일,롯데 자이언츠,15,1,0,4,1,1,승,부산,21.7,0,58
5.12일,NC 다이노스,19,1,0,5,2,0,승,서울,21.5,0,58
5.12일,두산 베어스,9,1,0,3,2,1,패,서울,21.5,0,58
5.12일,SK 와이번스,10,0,1,8,0,2,패,서울,21.5,0,58
5.12일,키움 히어로즈,9,0,0,6,3,0,승,서울,21.5,0,58
5.14화,한화 이글스,10,0,0,6,2,1,승,서울,23,0,44
5.14화,키움 히어로즈,7,1,0,7,0,1,패,서울,23,0,44
5.14화,NC 다이노스,11,1,0,8,0,2,무,부산,22.1,0,56
5.14화,롯데 자이언츠,8,1,0,11,0,1,무,부산,22.1,0,56
5.14화,SK 와이번스,5,1,2,11,0,0,패,광주,24.4,0,40
5.14화,KIA 타이거즈,5,0,2,2,1,1,승,광주,24.4,0,40
5.14화,삼성 라이온즈,13,0,2,10,1,1,승,서울,23,0,44
5.14화,두산 베어스,12,0,0,9,0,1,패,서울,23,0,44
5.15수,한화 이글스,5,0,0,7,1,1,패,서울,21.9,0,48
5.15수,키움 히어로즈,20,2,3,6,0,0,승,서울,21.9,0,48
5.15수,NC 다이노스,12,1,0,7,2,0,승,부산,20.2,0,80
5.15수,롯데 자이언츠,11,0,0,10,1,0,패,부산,20.2,0,80
5.15수,SK 와이번스,9,0,0,9,1,1,승,광주,23.7,0,54
5.15수,KIA 타이거즈,12,0,1,8,1,0,패,광주,23.7,0,54
5.15수,삼성 라이온즈,14,1,2,4,1,0,승,서울,21.9,0,48
5.15수,두산 베어스,8,0,1,7,0,0,패,서울,21.9,0,48
5.16목,한화 이글스,8,0,1,4,3,0,패,서울,27.5,0,24
5.16목,키움 히어로즈,10,1,0,8,0,1,승,서울,27.5,0,24
5.16목,NC 다이노스,13,0,3,10,0,0,승,부산,14.8,0,65
5.16목,롯데 자이언츠,8,0,0,9,2,1,패,부산,14.8,0,65
5.16목,SK 와이번스,19,3,2,10,1,0,승,광주,24.9,0,47
5.16목,KIA 타이거즈,1,1,0,1,1,2,패,광주,24.9,0,47
5.16목,삼성 라이온즈,2,0,0,7,1,3,패,서울,27.5,0,24
5.16목,두산 베어스,13,0,1,5,1,0,승,서울,27.5,0,24
5.17금,두산 베어스,11,0,1,4,3,0,패,대전,24.4,0,40
5.17금,한화 이글스,9,0,0,9,0,1,승,대전,24.4,0,40
5.17금,롯데 자이언츠,5,1,1,9,1,1,패,인천,20.5,0,51
5.17금,SK 와이번스,11,0,2,5,0,1,승,인천,20.5,0,51
5.17금,KIA 타이거즈,9,1,0,7,0,1,승,서울,24.9,0,31
5.17금,LG 트윈스,8,0,0,2,0,0,패,서울,24.9,0,31
5.17금,삼성 라이온즈,8,0,0,6,3,1,승,창원,17.6,0,58
5.17금,NC 다이노스,5,1,1,16,0,0,패,창원,17.6,0,58
5.18토,KIA 타이거즈,9,0,2,4,1,0,승,서울,19.2,0.1,57
5.18토,LG 트윈스,10,0,0,4,0,0,패,서울,19.2,0.1,57
5.18토,롯데 자이언츠,12,0,0,3,1,0,승,인천,15.5,0.2,90
5.18토,SK 와이번스,5,3,0,7,0,2,패,인천,15.5,0.2,90
5.18토,두산 베어스,9,0,0,6,0,0,패,대전,22.8,0,53
5.18토,한화 이글스,16,0,1,6,1,0,승,대전,22.8,0,53
5.18토,삼성 라이온즈,9,0,1,6,0,1,승,창원,21,0,57
5.18토,NC 다이노스,7,1,0,10,1,1,패,창원,21,0,57
5.19일,KIA 타이거즈,7,2,0,5,2,1,패,서울,19.8,0,70
5.19일,LG 트윈스,11,0,1,7,1,0,승,서울,19.8,0,70
5.19일,롯데 자이언츠,13,0,1,8,2,2,승,인천,17.7,0,85
5.19일,SK 와이번스,12,0,0,9,0,2,패,인천,17.7,0,85
5.19일,두산 베어스,21,2,2,6,0,0,승,대전,18.5,0,89
5.19일,한화 이글스,9,0,0,10,1,0,패,대전,18.5,0,89
5.19일,삼성 라이온즈,12,2,1,11,0,0,승,창원,19.4,0,84
5.19일,NC 다이노스,13,0,1,5,1,1,패,창원,19.4,0,84
5.21화,한화 이글스,10,0,1,10,0,0,패,광주,25.8,0,34
5.21화,KIA 타이거즈,12,1,0,5,2,0,승,광주,25.8,0,34
5.21화,LG 트윈스,7,1,0,11,0,0,패,대구,28.8,0,13
5.21화,삼성 라이온즈,9,1,0,13,1,1,승,대구,28.8,0,13
5.21화,NC 다이노스,7,0,1,4,0,2,패,인천,20.5,0,25
5.21화,SK 와이번스,6,0,2,3,0,0,승,인천,20.5,0,25
5.21화,키움 히어로즈,17,1,3,5,0,2,승,서울,23.2,0,15
5.21화,두산 베어스,14,1,3,9,0,2,패,서울,23.2,0,15
5.22수,한화 이글스,10,0,1,5,1,1,승,광주,27.2,0,43
5.22수,KIA 타이거즈,7,0,0,4,2,1,패,광주,27.2,0,43
5.22수,LG 트윈스,15,2,3,6,1,0,승,대구,29.3,0,34
5.22수,삼성 라이온즈,3,1,1,7,1,0,패,대구,29.3,0,34
5.22수,NC 다이노스,9,2,2,8,1,1,승,인천,20,0,73
5.22수,SK 와이번스,10,0,0,3,1,0,패,인천,20,0,73
5.22수,키움 히어로즈,12,0,1,7,1,0,승,서울,24.1,0,50
5.22수,두산 베어스,8,0,0,6,2,1,패,서울,24.1,0,50
5.23목,한화 이글스,7,0,2,7,1,1,패,광주,29,0,41
5.23목,KIA 타이거즈,12,3,1,4,1,0,승,광주,29,0,41
5.23목,LG 트윈스,8,0,0,9,0,0,승,대구,28.1,0,34
5.23목,삼성 라이온즈,8,0,1,6,1,0,패,대구,28.1,0,34
5.23목,NC 다이노스,9,3,1,10,0,0,승,인천,21.8,0,74
5.23목,SK 와이번스,7,1,0,10,1,0,패,인천,21.8,0,74
5.23목,키움 히어로즈,6,0,1,13,0,0,패,서울,26,0,47
5.23목,두산 베어스,8,0,3,5,0,0,승,서울,26,0,47
5.24금,롯데 자이언츠,3,1,3,9,0,1,승,서울,25.5,0,41
5.24금,키움 히어로즈,4,0,1,10,1,0,패,서울,25.5,0,41
5.24금,NC 다이노스,13,0,0,3,0,0,승,광주,28.6,0,36
5.24금,KIA 타이거즈,9,0,0,11,1,0,패,광주,28.6,0,36
5.24금,SK 와이번스,10,1,3,8,0,0,패,서울,25.5,0,41
5.24금,LG 트윈스,9,0,1,8,1,1,승,서울,25.5,0,41
5.24금,삼성 라이온즈,10,1,3,7,0,1,승,대전,27.4,0,43
5.24금,한화 이글스,4,0,3,11,0,0,패,대전,27.4,0,43
5.25토,롯데 자이언츠,13,0,2,1,5,0,패,서울,28.7,0,37
5.25토,키움 히어로즈,9,1,1,10,1,0,승,서울,28.7,0,37
5.25토,NC 다이노스,14,0,0,7,1,0,승,광주,28,0,44
5.25토,KIA 타이거즈,6,2,1,7,1,1,패,광주,28,0,44
5.25토,SK 와이번스,6,1,2,8,0,0,승,서울,28.7,0,37
5.25토,LG 트윈스,4,0,1,5,1,3,패,서울,28.7,0,37
5.25토,삼성 라이온즈,7,0,2,6,0,1,승,대전,30,0,40
5.25토,한화 이글스,7,0,0,8,2,0,패,대전,30,0,40
5.26일,롯데 자이언츠,9,0,2,5,0,1,패,서울,24.7,0,45
5.26일,키움 히어로즈,14,0,0,4,2,0,승,서울,24.7,0,45
5.26일,NC 다이노스,8,0,3,5,3,2,패,광주,23.5,0,57
5.26일,KIA 타이거즈,9,0,3,6,0,0,승,광주,23.5,0,57
5.26일,SK 와이번스,8,0,1,14,1,1,패,서울,24.7,0,45
5.26일,LG 트윈스,6,0,0,11,0,1,승,서울,24.7,0,45
5.26일,삼성 라이온즈,8,0,0,9,1,0,패,대전,26,0,57
5.26일,한화 이글스,8,0,0,8,0,0,승,대전,26,0,57
5.28화,한화 이글스,11,2,0,9,1,0,승,서울,20.1,0,86
5.28화,LG 트윈스,9,0,2,7,1,0,패,서울,20.1,0,86
5.28화,두산 베어스,6,1,1,9,1,0,패,부산,18.8,0,91
5.28화,롯데 자이언츠,12,1,1,5,0,0,승,부산,18.8,0,91
5.29수,한화 이글스,8,1,0,5,1,2,패,서울,15.5,0,88
5.29수,LG 트윈스,11,1,1,7,0,0,승,서울,15.5,0,88
5.29수,두산 베어스,3,0,1,5,0,0,패,부산,21.2,0,73
5.29수,롯데 자이언츠,8,0,1,7,1,1,승,부산,21.2,0,73
5.29수,키움 히어로즈,8,1,1,10,0,1,승,창원,21.2,0,77
5.29수,NC 다이노스,12,0,2,12,3,0,패,창원,21.2,0,77
5.30목,한화 이글스,10,0,0,7,1,1,패,서울,23.5,0,32
5.30목,LG 트윈스,11,0,1,7,1,0,승,서울,23.5,0,32
5.30목,두산 베어스,11,1,0,7,0,1,패,부산,22.1,0,49
5.30목,롯데 자이언츠,11,0,3,4,1,1,승,부산,22.1,0,49
5.30목,삼성 라이온즈,8,1,2,5,1,1,승,인천,19,0,65
5.30목,SK 와이번스,6,1,0,7,2,0,패,인천,19,0,65
5.30목,키움 히어로즈,2,1,0,9,0,3,패,창원,22.9,0,46
5.30목,NC 다이노스,13,0,1,4,1,0,승,창원,22.9,0,46
5.31금,LG 트윈스,15,2,1,8,1,0,승,광주,24.4,0,45
5.31금,KIA 타이거즈,6,1,0,5,1,1,패,광주,24.4,0,45
5.31금,롯데 자이언츠,16,1,2,15,0,0,승,대구,26.2,0,25
5.31금,삼성 라이온즈,3,0,1,6,0,0,패,대구,26.2,0,25
5.31금,NC 다이노스,9,0,0,5,0,0,승,대전,24.5,0,52
5.31금,한화 이글스,8,0,0,7,0,1,패,대전,24.5,0,52
5.31금,키움 히어로즈,14,1,0,8,1,0,승,서울,24.8,0,40
5.31금,두산 베어스,7,1,2,9,0,3,패,서울,24.8,0,40
